Review,Aspects,Sentiment
There were about 4 tables filled in the entire restaurant yet the hostess made us sit at the bar for 20 mins--she never would have come for us had we not approached her asked to be seated.,"['staff', 'place']","['negative', 'neutral']"
This newly opened restaurant is another one of those Indian places that has a hugely promising menu and a greatly disappointing food.,"['menu', 'food']","['positive', 'negative']"
"Yes, this place is good, a cut above some of the other local diner food and a nice, friendly atmosphere.","['place', 'food', 'ambience']","['positive', 'neutral', 'positive']"
The kicker was when there were three items on our check that were priced higher than stated on the menu and by the server.,"['price', 'menu', 'staff']","['negative', 'neutral', 'negative']"
"Three course meal for lunch was $13, the prices for dinner were just as great!","['food', 'price']","['neutral', 'positive']"
"The Food The menu includes lovingly made renditions of panini, bruschetta and tramezzini (cocktail-style sandwiches with fillings like tuna with black olive pesto and bresaola with arugula), along with a roster of cured meats, cheeses and olives that have been imported from Italy.","['menu', 'food']","['neutral', 'positive']"
"My meal here was awesome, the appetizers, the bar finger food, the service, the drinks, the entrees of Smoked fish, Lamb salad, Clay pot salmon, Lobster rolls, and the dining room is spectacular.","['food', 'service', 'place']","['positive', 'neutral', 'positive']"
"The place is small, but loaded with plenty of goodies that range from Italian inspired treats to Greek pastries all well prepared.","['place', 'food']","['negative', 'positive']"
The pizza is thet always fresh and just made they hav an outdoor seating area that is partially covered they also have a full service restaurant on the premises they make everything on premises.,"['food', 'place', 'service']","['positive', 'neutral', 'positive']"
A friend was dieing for chorizo but it was only in the tapas menu which we couldn't have.,"['food', 'menu']","['positive', 'neutral']"
"They had a prix fixe menu with the most amazing cooked quail appetizer, then lobster bisque, followed by a divine choice of entree, and then the chocolate mousse dessert.","['menu', 'food']","['neutral', 'positive']"
"In summer, the small outdoor garden is an ideal place to sip coffee while reading under a canopy of trees and sky.","['place', 'food']","['positive', 'neutral']"
"If you had good service there, try to get your waiter's name and request him/her by name the next time.","['service', 'staff']","['positive', 'neutral']"
Our waiter was stuffed with attitude and didn't bother explaining things on the menu that he clearly knew we could not understand.,"['staff', 'menu']","['negative', 'neutral']"
not having a menu was rather strange at first but the food was superb.,"['menu', 'food']","['neutral', 'positive']"
"If you are a person who wants perfect service, you should probably skip it, you may wait for your server to sing a song before you get your drinks but that is half the fun.","['service', 'staff']","['positive', 'negative']"
"Casual and kid-friendly, the red-and-gold colored restaurants offer quick drive-thru or dine-in service with a menu of burgers, sandwiches and more.","['service', 'food', 'menu']","['positive', 'neutral', 'neutral']"
dining with my mother this past Saturday must have signaled to the wait staff that I wasn't cool enough to merit their attention.,"['food', 'staff']","['neutral', 'negative']"
the staff knows the regulars by name and the sushi chef even yells goodbye from behind the bar.,"['staff', 'place']","['positive', 'neutral']"
"Overall, the food makes up for what is missing in the ambience and service.","['food', 'ambience', 'service']","['positive', 'negative', 'negative']"
FINALLY the waitress came with our food after an HOUR!,"['staff', 'food']","['negative', 'neutral']"
Before our server took our drink order she told us that the prices on the menu were going to be higher that night because of the party.,"['staff', 'food', 'price', 'menu']","['negative', 'neutral', 'negative', 'neutral']"
"when tables opened up, the manager sat another party before us.","['place', 'staff']","['neutral', 'negative']"
"After arguing about this and requesting tap water instead of a bottled variety, we were exiled to customer Siberia, and the staff seemed eager get us out of the restaurant as soon as possible.","['food', 'staff']","['neutral', 'negative']"
However the casual atmosphere comes in handy if you want a good place to drop in and get food.,"['ambience', 'food']","['positive', 'neutral']"
We were ignored by our waitress after our entrees had been served.,"['staff', 'food']","['negative', 'neutral']"
When I was there with a friend the waiter who served us was pretty friendly.,"['staff', 'service']","['positive', 'neutral']"
"My greek salad cost about $9 and for that price, I would not have expected chopped olive (as opposed to whole), and shredded bits of lettuce.","['price', 'food']","['neutral', 'negative']"
since we're informed its service isslow we had dinner in midtownwent for dessertb-day thing.,"['service', 'food']","['negative', 'neutral']"
The place was practically empty when my friends and I got there for dinner.,"['place', 'food']","['negative', 'neutral']"
Desserts were visually inventive but lacking in flavor.,"['food', 'ambience']","['positive', 'negative']"
"The place was packed and while our food took time to be prepared, our waiter earned points for his sparkling conversation to pass time and for also knowing practically every ingredient of every special under consideration.","['food', 'staff']","['neutral', 'positive']"
i recently had brunch at the new hill diner let me tell you it was great.,"['food', 'place']","['positive', 'neutral']"
"The festive crew serves from a gigantic menu of American classics: chili, burgers, cobb salads, baked potatoes, wings, philly cheesesteaks, club sandwiches, you name it.","['staff', 'menu', 'food']","['neutral', 'positive', 'neutral']"
"You can only sit on the stools with a slice, as the main dining area downstairs is for real food.","['place', 'food']","['neutral', 'positive']"
Unfortunately the food and the service don't live up to the spectacular setting.,"['food', 'ambience']","['negative', 'positive']"
"The food was OK, but trying to get anything, like a drink refill or the check, was an ordeal, and this was when the place was nearly empty!","['food', 'place']","['neutral', 'negative']"
